date,visitor,v_pts,home,h_pts,home_win
Tue Dec 12 2023,Golden State Warriors,116,Phoenix Suns,119,1
Wed Dec 13 2023,Brooklyn Nets,116,Phoenix Suns,112,0
Sat Dec 16 2023,Chicago Bulls,116,Miami Heat,118,1
Wed Dec 20 2023,Utah Jazz,116,Cleveland Cavaliers,124,1
Tue Dec 26 2023,Memphis Grizzlies,116,New Orleans Pelicans,115,0
Fri Dec 15 2023,Los Angeles Lakers,115,San Antonio Spurs,129,1
Tue Dec 19 2023,Memphis Grizzlies,115,New Orleans Pelicans,113,0
Wed Dec 20 2023,Miami Heat,115,Orlando Magic,106,0
Thu Dec 21 2023,Los Angeles Clippers,115,Oklahoma City Thunder,134,1
Sat Dec 23 2023,Detroit Pistons,115,Brooklyn Nets,126,1
Wed Dec 6 2023,Brooklyn Nets,114,Atlanta Hawks,113,0
Fri Dec 8 2023,Atlanta Hawks,114,Philadelphia 76ers,125,1
Fri Dec 8 2023,Houston Rockets,114,Denver Nuggets,106,0
Fri Dec 8 2023,Sacramento Kings,114,Phoenix Suns,106,0
Tue Dec 12 2023,Denver Nuggets,114,Chicago Bulls,106,0
Sat Dec 16 2023,Detroit Pistons,114,Milwaukee Bucks,146,1
Mon Dec 18 2023,New York Knicks,114,Los Angeles Lakers,109,0
Thu Dec 21 2023,Orlando Magic,114,Milwaukee Bucks,118,1
Mon Dec 25 2023,Golden State Warriors,114,Denver Nuggets,120,1
Thu Dec 28 2023,Miami Heat,114,Golden State Warriors,102,0
Sat Dec 2 2023,Portland Trail Blazers,113,Utah Jazz,118,1
Tue Dec 12 2023,Cleveland Cavaliers,113,Boston Celtics,120,1
Wed Dec 13 2023,New York Knicks,113,Utah Jazz,117,1
Thu Dec 14 2023,Golden State Warriors,113,Los Angeles Clippers,121,1
Wed Dec 20 2023,Charlotte Hornets,113,Indiana Pacers,144,1
Wed Dec 20 2023,Minnesota Timberwolves,113,Philadelphia 76ers,127,1
Wed Dec 20 2023,Denver Nuggets,113,Toronto Raptors,104,0
Fri Dec 22 2023,Atlanta Hawks,113,Miami Heat,122,1
Mon Dec 25 2023,Philadelphia 76ers,113,Miami Heat,119,1
Tue Dec 26 2023,Atlanta Hawks,113,Chicago Bulls,118,1
Tue Dec 26 2023,Sacramento Kings,113,Portland Trail Blazers,130,1
Wed Dec 27 2023,Cleveland Cavaliers,113,Dallas Mavericks,110,0
Sat Dec 2 2023,Golden State Warriors,112,Los Angeles Clippers,113,1
Mon Dec 4 2023,Boston Celtics,112,Indiana Pacers,122,1
Wed Dec 6 2023,Miami Heat,112,Toronto Raptors,103,0
Fri Dec 15 2023,New Orleans Pelicans,112,Charlotte Hornets,107,0
Mon Dec 18 2023,Minnesota Timberwolves,112,Miami Heat,108,0
Wed Dec 27 2023,Philadelphia 76ers,112,Orlando Magic,92,0
Thu Dec 28 2023,Charlotte Hornets,112,Los Angeles Lakers,133,1
Wed Dec 6 2023,Orlando Magic,111,Cleveland Cavaliers,121,1
Fri Dec 8 2023,Cleveland Cavaliers,111,Miami Heat,99,0
Fri Dec 15 2023,Orlando Magic,111,Boston Celtics,128,1
Thu Dec 21 2023,Los Angeles Lakers,111,Minnesota Timberwolves,118,1
Fri Dec 22 2023,Toronto Raptors,111,Philadelphia 76ers,121,1
Sat Dec 2 2023,Cleveland Cavaliers,110,Detroit Pistons,101,0
Sat Dec 23 2023,Minnesota Timberwolves,110,Sacramento Kings,98,0
Thu Dec 28 2023,Dallas Mavericks,110,Minnesota Timberwolves,118,1
Sat Dec 2 2023,Memphis Grizzlies,109,Phoenix Suns,116,1
Sat Dec 9 2023,Indiana Pacers,109,Los Angeles Lakers,123,1
Sat Dec 16 2023,Indiana Pacers,109,Minnesota Timberwolves,127,1
Sat Dec 23 2023,Cleveland Cavaliers,109,Chicago Bulls,95,0
Sat Dec 30 2023,Miami Heat,109,Utah Jazz,117,1
Sun Dec 31 2023,Los Angeles Lakers,109,New Orleans Pelicans,129,1
Fri Dec 1 2023,Memphis Grizzlies,108,Dallas Mavericks,94,0
Sun Dec 17 2023,Washington Wizards,108,Phoenix Suns,112,1
Mon Dec 18 2023,Chicago Bulls,108,Philadelphia 76ers,104,0
Mon Dec 18 2023,Brooklyn Nets,108,Utah Jazz,125,1
Wed Dec 20 2023,Los Angeles Lakers,108,Chicago Bulls,124,1
Fri Dec 29 2023,New York Knicks,108,Orlando Magic,117,1
Sun Dec 31 2023,Brooklyn Nets,108,Oklahoma City Thunder,124,1
Mon Dec 11 2023,Minnesota Timberwolves,107,New Orleans Pelicans,121,1
Thu Dec 14 2023,Cleveland Cavaliers,107,Boston Celtics,116,1
Sun Dec 31 2023,Orlando Magic,107,Phoenix Suns,112,1
Fri Dec 1 2023,San Antonio Spurs,106,New Orleans Pelicans,121,1
Wed Dec 6 2023,Portland Trail Blazers,106,Golden State Warriors,110,1
Sat Dec 23 2023,Houston Rockets,106,New Orleans Pelicans,104,0
Sat Dec 23 2023,Portland Trail Blazers,106,Golden State Warriors,126,1
Tue Dec 26 2023,Minnesota Timberwolves,106,Oklahoma City Thunder,129,1
Fri Dec 29 2023,Memphis Grizzlies,106,Los Angeles Clippers,117,1
Sat Dec 30 2023,Los Angeles Lakers,106,Minnesota Timberwolves,108,1
Fri Dec 22 2023,Phoenix Suns,105,Sacramento Kings,120,1
Thu Dec 28 2023,Utah Jazz,105,New Orleans Pelicans,112,1
Thu Dec 28 2023,Memphis Grizzlies,105,Denver Nuggets,142,1
Wed Dec 13 2023,Charlotte Hornets,104,Miami Heat,115,1
Wed Dec 13 2023,Memphis Grizzlies,104,Houston Rockets,117,1
Sat Dec 16 2023,Utah Jazz,104,Sacramento Kings,125,1
Mon Dec 18 2023,Dallas Mavericks,104,Denver Nuggets,130,1
Tue Dec 19 2023,Phoenix Suns,104,Portland Trail Blazers,109,1
Tue Dec 26 2023,Charlotte Hornets,104,Los Angeles Clippers,113,1
Fri Dec 29 2023,Brooklyn Nets,104,Washington Wizards,110,1
Tue Dec 5 2023,Phoenix Suns,103,Los Angeles Lakers,106,1
Fri Dec 15 2023,Houston Rockets,103,Memphis Grizzlies,96,0
Thu Dec 21 2023,Indiana Pacers,103,Memphis Grizzlies,116,1
Wed Dec 6 2023,Denver Nuggets,102,Los Angeles Clippers,111,1
Sat Dec 23 2023,Denver Nuggets,102,Charlotte Hornets,95,0
Sat Dec 2 2023,Orlando Magic,101,Brooklyn Nets,129,1
Wed Dec 6 2023,Oklahoma City Thunder,101,Houston Rockets,110,1
Mon Dec 11 2023,Washington Wizards,101,Philadelphia 76ers,146,1
Thu Dec 14 2023,Brooklyn Nets,101,Denver Nuggets,124,1
Wed Dec 6 2023,Charlotte Hornets,100,Chicago Bulls,111,1
Tue Dec 12 2023,Sacramento Kings,99,Los Angeles Clippers,119,1
Mon Dec 18 2023,Charlotte Hornets,99,Toronto Raptors,114,1
Sat Dec 2 2023,Houston Rockets,97,Los Angeles Lakers,107,1
Wed Dec 6 2023,Utah Jazz,97,Dallas Mavericks,147,1
Fri Dec 8 2023,Washington Wizards,97,Brooklyn Nets,124,1
Sun Dec 17 2023,Orlando Magic,97,Boston Celtics,114,1
Mon Dec 18 2023,Memphis Grizzlies,97,Oklahoma City Thunder,116,1
Fri Dec 22 2023,Dallas Mavericks,96,Houston Rockets,122,1
Thu Dec 21 2023,San Antonio Spurs,95,Chicago Bulls,114,1
Wed Dec 6 2023,San Antonio Spurs,94,Minnesota Timberwolves,102,1
Mon Dec 11 2023,Cleveland Cavaliers,94,Orlando Magic,104,1
Fri Dec 15 2023,Detroit Pistons,92,Philadelphia 76ers,124,1
Sat Dec 30 2023,Philadelphia 76ers,92,Chicago Bulls,105,1
Fri Dec 8 2023,Detroit Pistons,91,Orlando Magic,123,1
Thu Dec 7 2023,New Orleans Pelicans,89,Los Angeles Lakers,133,1
Mon Dec 11 2023,San Antonio Spurs,82,Houston Rockets,93,1
Mon Jan 1 2024,Minnesota Timberwolves,106,New York Knicks,112,1
Mon Jan 1 2024,Cleveland Cavaliers,121,Toronto Raptors,124,1
Mon Jan 1 2024,Detroit Pistons,113,Houston Rockets,136,1
Mon Jan 1 2024,Indiana Pacers,122,Milwaukee Bucks,113,0
Mon Jan 1 2024,Charlotte Hornets,93,Denver Nuggets,111,1
Mon Jan 1 2024,Portland Trail Blazers,88,Phoenix Suns,109,1
Mon Jan 1 2024,Dallas Mavericks,90,Utah Jazz,127,1
Mon Jan 1 2024,Miami Heat,104,Los Angeles Clippers,121,1
Tue Jan 2 2024,Chicago Bulls,97,Philadelphia 76ers,110,1
Tue Jan 2 2024,San Antonio Spurs,98,Memphis Grizzlies,106,1
Tue Jan 2 2024,Brooklyn Nets,85,New Orleans Pelicans,112,1
Tue Jan 2 2024,Boston Celtics,123,Oklahoma City Thunder,127,1
Tue Jan 2 2024,Orlando Magic,115,Golden State Warriors,121,1
Tue Jan 2 2024,Charlotte Hornets,111,Sacramento Kings,104,0
Wed Jan 3 2024,Washington Wizards,101,Cleveland Cavaliers,140,1
Wed Jan 3 2024,Milwaukee Bucks,130,Indiana Pacers,142,1
Wed Jan 3 2024,Oklahoma City Thunder,138,Atlanta Hawks,141,1
Wed Jan 3 2024,Brooklyn Nets,101,Houston Rockets,112,1
Wed Jan 3 2024,Toronto Raptors,116,Memphis Grizzlies,111,0
Wed Jan 3 2024,New Orleans Pelicans,117,Minnesota Timberwolves,106,0
Wed Jan 3 2024,Portland Trail Blazers,97,Dallas Mavericks,126,1
Wed Jan 3 2024,Chicago Bulls,100,New York Knicks,116,1
Wed Jan 3 2024,Los Angeles Clippers,131,Phoenix Suns,122,0
Wed Jan 3 2024,Detroit Pistons,148,Utah Jazz,154,1
Wed Jan 3 2024,Miami Heat,110,Los Angeles Lakers,96,0
Wed Jan 3 2024,Orlando Magic,135,Sacramento Kings,138,1
Thu Jan 4 2024,Milwaukee Bucks,125,San Antonio Spurs,121,0
Thu Jan 4 2024,Denver Nuggets,130,Golden State Warriors,127,0
Fri Jan 5 2024,Utah Jazz,97,Boston Celtics,126,1
Fri Jan 5 2024,Atlanta Hawks,116,Indiana Pacers,150,1
Fri Jan 5 2024,Oklahoma City Thunder,115,Brooklyn Nets,124,1
Fri Jan 5 2024,Washington Wizards,90,Cleveland Cavaliers,114,1
Fri Jan 5 2024,New York Knicks,128,Philadelphia 76ers,92,0
Fri Jan 5 2024,Charlotte Hornets,91,Chicago Bulls,104,1
Fri Jan 5 2024,Minnesota Timberwolves,122,Houston Rockets,95,0
Fri Jan 5 2024,Los Angeles Clippers,111,New Orleans Pelicans,95,0
Fri Jan 5 2024,Portland Trail Blazers,103,Dallas Mavericks,139,1
Fri Jan 5 2024,Orlando Magic,122,Denver Nuggets,120,0
Fri Jan 5 2024,Miami Heat,97,Phoenix Suns,113,1
Fri Jan 5 2024,Detroit Pistons,109,Golden State Warriors,113,1
Fri Jan 5 2024,Memphis Grizzlies,127,Los Angeles Lakers,113,0
Fri Jan 5 2024,Toronto Raptors,130,Sacramento Kings,135,1
Sat Jan 6 2024,Boston Celtics,118,Indiana Pacers,101,0
Sat Jan 6 2024,New York Knicks,121,Washington Wizards,105,0
Sat Jan 6 2024,Utah Jazz,120,Philadelphia 76ers,109,0
Sat Jan 6 2024,Milwaukee Bucks,108,Houston Rockets,112,1
Sun Jan 7 2024,San Antonio Spurs,115,Cleveland Cavaliers,117,1
Sun Jan 7 2024,Portland Trail Blazers,134,Brooklyn Nets,127,0
Sun Jan 7 2024,Atlanta Hawks,110,Orlando Magic,117,1
Sun Jan 7 2024,New Orleans Pelicans,133,Sacramento Kings,100,0
Sun Jan 7 2024,Minnesota Timberwolves,108,Dallas Mavericks,115,1
Sun Jan 7 2024,Detroit Pistons,114,Denver Nuggets,131,1
Sun Jan 7 2024,Memphis Grizzlies,121,Phoenix Suns,115,0
Sun Jan 7 2024,Toronto Raptors,133,Golden State Warriors,118,0
Sun Jan 7 2024,Los Angeles Clippers,103,Los Angeles Lakers,106,1
Mon Jan 8 2024,Chicago Bulls,119,Charlotte Hornets,112,0
Mon Jan 8 2024,Boston Celtics,131,Indiana Pacers,133,1
Mon Jan 8 2024,Oklahoma City Thunder,136,Washington Wizards,128,0
Mon Jan 8 2024,Houston Rockets,113,Miami Heat,120,1
Mon Jan 8 2024,Utah Jazz,132,Milwaukee Bucks,116,0
Mon Jan 8 2024,Phoenix Suns,111,Los Angeles Clippers,138,1
Tue Jan 9 2024,Sacramento Kings,131,Detroit Pistons,110,0
Tue Jan 9 2024,Minnesota Timberwolves,113,Orlando Magic,92,0
Tue Jan 9 2024,Portland Trail Blazers,84,New York Knicks,112,1
Tue Jan 9 2024,Memphis Grizzlies,120,Dallas Mavericks,103,0
Tue Jan 9 2024,Toronto Raptors,131,Los Angeles Lakers,132,1
Wed Jan 10 2024,Minnesota Timberwolves,120,Boston Celtics,127,1
Wed Jan 10 2024,Sacramento Kings,123,Charlotte Hornets,98,0
Wed Jan 10 2024,San Antonio Spurs,130,Detroit Pistons,108,0
Wed Jan 10 2024,Washington Wizards,104,Indiana Pacers,112,1
Wed Jan 10 2024,Philadelphia 76ers,132,Atlanta Hawks,139,1
Wed Jan 10 2024,Oklahoma City Thunder,128,Miami Heat,120,0
Wed Jan 10 2024,Houston Rockets,119,Chicago Bulls,124,1
Wed Jan 10 2024,New Orleans Pelicans,141,Golden State Warriors,105,0
Wed Jan 10 2024,Denver Nuggets,111,Utah Jazz,124,1
Wed Jan 10 2024,Toronto Raptors,120,Los Angeles Clippers,126,1
Thu Jan 11 2024,Brooklyn Nets,102,Cleveland Cavaliers,111,1
Thu Jan 11 2024,Boston Celtics,102,Milwaukee Bucks,135,1
Thu Jan 11 2024,Portland Trail Blazers,77,Oklahoma City Thunder,139,1
Thu Jan 11 2024,New York Knicks,124,Dallas Mavericks,128,1
Thu Jan 11 2024,Phoenix Suns,127,Los Angeles Lakers,109,0
Fri Jan 12 2024,Indiana Pacers,126,Atlanta Hawks,108,0
Fri Jan 12 2024,Houston Rockets,112,Detroit Pistons,110,0
Fri Jan 12 2024,Sacramento Kings,93,Philadelphia 76ers,112,1
Fri Jan 12 2024,Golden State Warriors,140,Chicago Bulls,131,0
Fri Jan 12 2024,Los Angeles Clippers,128,Memphis Grizzlies,119,0
Fri Jan 12 2024,Orlando Magic,96,Miami Heat,99,1
Fri Jan 12 2024,Portland Trail Blazers,93,Minnesota Timberwolves,116,1
Fri Jan 12 2024,Charlotte Hornets,99,San Antonio Spurs,135,1
Fri Jan 12 2024,Toronto Raptors,113,Utah Jazz,145,1
Fri Jan 12 2024,New Orleans Pelicans,113,Denver Nuggets,125,1
Sat Jan 13 2024,Houston Rockets,113,Boston Celtics,145,1
Sat Jan 13 2024,Washington Wizards,127,Atlanta Hawks,99,0
Sat Jan 13 2024,New York Knicks,106,Memphis Grizzlies,94,0
Sat Jan 13 2024,Golden State Warriors,118,Milwaukee Bucks,129,1
Sat Jan 13 2024,Orlando Magic,100,Oklahoma City Thunder,112,1
