Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Thu Jan 25 2024,7:00p,Philadelphia 76ers,122,Indiana Pacers,134,Box Score,,15699,2:30,Gainbridge Fieldhouse,
Thu Jan 25 2024,7:00p,Utah Jazz,123,Washington Wizards,108,Box Score,,14027,2:02,Capital One Arena,
Thu Jan 25 2024,7:30p,Minnesota Timberwolves,96,Brooklyn Nets,94,Box Score,,17732,2:15,Barclays Center,
Thu Jan 25 2024,7:30p,Boston Celtics,143,Miami Heat,110,Box Score,,20074,2:02,Kaseya Center,
Thu Jan 25 2024,7:30p,Denver Nuggets,84,New York Knicks,122,Box Score,,19812,2:05,Madison Square Garden (IV),
Thu Jan 25 2024,10:00p,Sacramento Kings,134,Golden State Warriors,133,Box Score,,18064,2:24,Chase Center,
Thu Jan 25 2024,10:30p,Chicago Bulls,132,Los Angeles Lakers,141,Box Score,,18997,2:15,Crypto.com Arena,
Fri Jan 26 2024,7:00p,Dallas Mavericks,148,Atlanta Hawks,143,Box Score,,16149,2:24,State Farm Arena,
Fri Jan 26 2024,7:00p,Houston Rockets,138,Charlotte Hornets,104,Box Score,,16164,2:14,Spectrum Center,
Fri Jan 26 2024,7:00p,Phoenix Suns,131,Indiana Pacers,133,Box Score,,17274,2:17,Gainbridge Fieldhouse,
Fri Jan 26 2024,7:30p,Los Angeles Clippers,127,Toronto Raptors,107,Box Score,,19800,2:11,Scotiabank Arena,
Fri Jan 26 2024,8:00p,Orlando Magic,106,Memphis Grizzlies,107,Box Score,,16823,2:15,FedEx Forum,
Fri Jan 26 2024,8:00p,Cleveland Cavaliers,112,Milwaukee Bucks,100,Box Score,,17855,2:27,Fiserv Forum,
Fri Jan 26 2024,8:00p,Oklahoma City Thunder,107,New Orleans Pelicans,83,Box Score,,18624,2:00,Smoothie King Center,
Fri Jan 26 2024,9:30p,Portland Trail Blazers,100,San Antonio Spurs,116,Box Score,,17274,2:09,Frost Bank Center,
Sat Jan 27 2024,12:00p,Washington Wizards,118,Detroit Pistons,104,Box Score,,16922,2:08,Little Caesars Arena,
Sat Jan 27 2024,3:00p,Miami Heat,109,New York Knicks,125,Box Score,,19812,2:23,Madison Square Garden (IV),
Sat Jan 27 2024,5:30p,Philadelphia 76ers,105,Denver Nuggets,111,Box Score,,19805,2:22,Ball Arena,
Sat Jan 27 2024,6:00p,Houston Rockets,104,Brooklyn Nets,106,Box Score,,17732,2:26,Barclays Center,
Sat Jan 27 2024,7:00p,Los Angeles Clippers,115,Boston Celtics,96,Box Score,,19156,2:03,TD Garden,
Sat Jan 27 2024,7:00p,Utah Jazz,134,Charlotte Hornets,122,Box Score,,17633,2:04,Spectrum Center,
Sat Jan 27 2024,8:00p,New Orleans Pelicans,117,Milwaukee Bucks,141,Box Score,,17940,2:14,Fiserv Forum,
Sat Jan 27 2024,8:30p,Los Angeles Lakers,145,Golden State Warriors,144,Box Score,2OT,18064,3:17,Chase Center,
Sat Jan 27 2024,8:30p,Minnesota Timberwolves,112,San Antonio Spurs,113,Box Score,,17726,2:04,Frost Bank Center,
Sat Jan 27 2024,9:00p,Sacramento Kings,120,Dallas Mavericks,115,Box Score,,20373,2:23,American Airlines Center,
Sun Jan 28 2024,2:00p,Oklahoma City Thunder,104,Detroit Pistons,120,Box Score,,16861,1:56,Little Caesars Arena,
Sun Jan 28 2024,3:30p,Memphis Grizzlies,110,Indiana Pacers,116,Box Score,,16519,2:15,Gainbridge Fieldhouse,
Sun Jan 28 2024,6:00p,Toronto Raptors,125,Atlanta Hawks,126,Box Score,,15658,2:20,State Farm Arena,
Sun Jan 28 2024,6:00p,Phoenix Suns,98,Orlando Magic,113,Box Score,,18823,2:24,Kia Center,
Sun Jan 28 2024,9:00p,Chicago Bulls,104,Portland Trail Blazers,96,Box Score,,17899,2:11,Moda Center,
Mon Jan 29 2024,7:00p,New York Knicks,113,Charlotte Hornets,92,Box Score,,15546,2:03,Spectrum Center,
Mon Jan 29 2024,7:00p,Los Angeles Clippers,108,Cleveland Cavaliers,118,Box Score,,19432,2:18,Rocket Mortgage Fieldhouse,
Mon Jan 29 2024,7:30p,New Orleans Pelicans,112,Boston Celtics,118,Box Score,,19156,2:08,TD Garden,
Mon Jan 29 2024,7:30p,Utah Jazz,114,Brooklyn Nets,147,Box Score,,16054,2:10,Barclays Center,
Mon Jan 29 2024,7:30p,Phoenix Suns,118,Miami Heat,105,Box Score,,19600,2:12,Kaseya Center,
Mon Jan 29 2024,8:00p,Los Angeles Lakers,119,Houston Rockets,135,Box Score,,18055,2:12,Toyota Center,
Mon Jan 29 2024,8:00p,Sacramento Kings,103,Memphis Grizzlies,94,Box Score,,15333,2:00,FedEx Forum,
Mon Jan 29 2024,8:00p,Minnesota Timberwolves,107,Oklahoma City Thunder,101,Box Score,,16870,2:10,Paycom Center,
Mon Jan 29 2024,8:00p,Washington Wizards,118,San Antonio Spurs,113,Box Score,,17020,2:10,Frost Bank Center,
Mon Jan 29 2024,8:30p,Orlando Magic,129,Dallas Mavericks,131,Box Score,,20020,2:35,American Airlines Center,
Mon Jan 29 2024,9:00p,Milwaukee Bucks,107,Denver Nuggets,113,Box Score,,19801,2:19,Ball Arena,
Mon Jan 29 2024,10:00p,Philadelphia 76ers,104,Portland Trail Blazers,130,Box Score,,17128,2:12,Moda Center,
Tue Jan 30 2024,7:30p,Los Angeles Lakers,122,Atlanta Hawks,138,Box Score,,17871,2:06,State Farm Arena,
Tue Jan 30 2024,7:30p,Indiana Pacers,124,Boston Celtics,129,Box Score,,19156,2:25,TD Garden,
Tue Jan 30 2024,7:30p,Utah Jazz,103,New York Knicks,118,Box Score,,19133,,Madison Square Garden (IV),
Tue Jan 30 2024,8:00p,Toronto Raptors,118,Chicago Bulls,107,Box Score,,21259,2:16,United Center,
Tue Jan 30 2024,10:00p,Philadelphia 76ers,107,Golden State Warriors,119,Box Score,,18064,2:22,Chase Center,
Wed Jan 31 2024,7:00p,Chicago Bulls,117,Charlotte Hornets,110,Box Score,,13712,2:09,Spectrum Center,
Wed Jan 31 2024,7:00p,Detroit Pistons,121,Cleveland Cavaliers,128,Box Score,,19432,2:13,Rocket Mortgage Fieldhouse,
Wed Jan 31 2024,7:00p,Los Angeles Clippers,125,Washington Wizards,109,Box Score,,17201,2:06,Capital One Arena,
Wed Jan 31 2024,7:30p,Sacramento Kings,106,Miami Heat,115,Box Score,,19600,2:06,Kaseya Center,
Wed Jan 31 2024,8:00p,New Orleans Pelicans,110,Houston Rockets,99,Box Score,,18055,2:14,Toyota Center,
Wed Jan 31 2024,8:00p,Dallas Mavericks,87,Minnesota Timberwolves,121,Box Score,,18024,2:11,Target Center,
Wed Jan 31 2024,8:00p,Denver Nuggets,100,Oklahoma City Thunder,105,Box Score,,16723,2:16,Paycom Center,
Wed Jan 31 2024,8:00p,Orlando Magic,108,San Antonio Spurs,98,Box Score,,17081,2:11,Frost Bank Center,
Wed Jan 31 2024,8:30p,Phoenix Suns,136,Brooklyn Nets,120,Box Score,,17732,2:22,Barclays Center,
Wed Jan 31 2024,10:00p,Milwaukee Bucks,116,Portland Trail Blazers,119,Box Score,,19335,2:24,Moda Center,
Thu Feb 1 2024,7:30p,Los Angeles Lakers,114,Boston Celtics,105,Box Score,,19156,2:13,TD Garden,
Thu Feb 1 2024,7:30p,Indiana Pacers,105,New York Knicks,109,Box Score,,19812,2:17,Madison Square Garden (IV),
Thu Feb 1 2024,8:00p,Cleveland Cavaliers,108,Memphis Grizzlies,101,Box Score,,15505,2:13,FedEx Forum,
Thu Feb 1 2024,10:00p,Philadelphia 76ers,127,Utah Jazz,124,Box Score,,18206,2:26,Delta Center,
Fri Feb 2 2024,7:00p,Los Angeles Clippers,136,Detroit Pistons,125,Box Score,,19122,,Little Caesars Arena,
Fri Feb 2 2024,7:00p,Miami Heat,110,Washington Wizards,102,Box Score,,18308,2:23,Capital One Arena,
Fri Feb 2 2024,7:30p,Phoenix Suns,120,Atlanta Hawks,129,Box Score,,16536,2:10,State Farm Arena,
Fri Feb 2 2024,7:30p,Sacramento Kings,133,Indiana Pacers,122,Box Score,,17274,2:17,Gainbridge Fieldhouse,
Fri Feb 2 2024,8:00p,Toronto Raptors,106,Houston Rockets,135,Box Score,,18055,2:03,Toyota Center,
Fri Feb 2 2024,8:00p,Golden State Warriors,121,Memphis Grizzlies,101,Box Score,,17794,2:20,FedEx Forum,
Fri Feb 2 2024,8:00p,Orlando Magic,108,Minnesota Timberwolves,106,Box Score,,18024,2:16,Target Center,
Fri Feb 2 2024,8:00p,Charlotte Hornets,106,Oklahoma City Thunder,126,Box Score,,17552,2:04,Paycom Center,
Fri Feb 2 2024,8:00p,New Orleans Pelicans,114,San Antonio Spurs,113,Box Score,,17207,2:12,Frost Bank Center,
Fri Feb 2 2024,9:00p,Portland Trail Blazers,108,Denver Nuggets,120,Box Score,,19622,2:06,Ball Arena,
Sat Feb 3 2024,6:00p,Brooklyn Nets,136,Philadelphia 76ers,121,Box Score,,20673,2:11,Wells Fargo Center,
Sat Feb 3 2024,7:30p,Golden State Warriors,134,Atlanta Hawks,141,Box Score,OT,17600,2:31,State Farm Arena,
Sat Feb 3 2024,8:00p,Sacramento Kings,123,Chicago Bulls,115,Box Score,,21579,2:14,United Center,
Sat Feb 3 2024,8:30p,Milwaukee Bucks,129,Dallas Mavericks,117,Box Score,,20377,2:18,American Airlines Center,
Sat Feb 3 2024,8:30p,Los Angeles Lakers,113,New York Knicks,105,Box Score,,19812,2:18,Madison Square Garden (IV),
Sat Feb 3 2024,8:30p,Cleveland Cavaliers,117,San Antonio Spurs,101,Box Score,,18354,2:14,Frost Bank Center,
Sun Feb 4 2024,3:00p,Orlando Magic,111,Detroit Pistons,99,Box Score,,17982,2:08,Little Caesars Arena,
Sun Feb 4 2024,3:30p,Phoenix Suns,140,Washington Wizards,112,Box Score,,16984,2:10,Capital One Arena,
Sun Feb 4 2024,6:00p,Memphis Grizzlies,91,Boston Celtics,131,Box Score,,19156,1:57,TD Garden,
Sun Feb 4 2024,6:00p,Indiana Pacers,115,Charlotte Hornets,99,Box Score,,15687,2:14,Spectrum Center,
Sun Feb 4 2024,6:00p,Los Angeles Clippers,103,Miami Heat,95,Box Score,,19855,2:17,Kaseya Center,
Sun Feb 4 2024,7:00p,Houston Rockets,90,Minnesota Timberwolves,111,Box Score,,18024,2:15,Target Center,
Sun Feb 4 2024,7:00p,Toronto Raptors,127,Oklahoma City Thunder,135,Box Score,2OT,17059,2:33,Paycom Center,
Sun Feb 4 2024,8:00p,Milwaukee Bucks,108,Utah Jazz,123,Box Score,,18206,2:15,Delta Center,
Sun Feb 4 2024,8:30p,Portland Trail Blazers,103,Denver Nuggets,112,Box Score,,19715,2:00,Ball Arena,
Mon Feb 5 2024,7:00p,Los Angeles Lakers,124,Charlotte Hornets,118,Box Score,,19375,2:02,Spectrum Center,
Mon Feb 5 2024,7:00p,Sacramento Kings,110,Cleveland Cavaliers,136,Box Score,,19432,2:08,Rocket Mortgage Fieldhouse,
Mon Feb 5 2024,7:00p,Dallas Mavericks,118,Philadelphia 76ers,102,Box Score,,19764,2:08,Wells Fargo Center,
Mon Feb 5 2024,7:30p,Los Angeles Clippers,149,Atlanta Hawks,144,Box Score,,17093,2:21,State Farm Arena,
Mon Feb 5 2024,7:30p,Golden State Warriors,109,Brooklyn Nets,98,Box Score,,17919,2:21,Barclays Center,
Mon Feb 5 2024,8:00p,Toronto Raptors,100,New Orleans Pelicans,138,Box Score,,17429,1:59,Smoothie King Center,
Tue Feb 6 2024,7:00p,Houston Rockets,129,Indiana Pacers,132,Box Score,,15571,2:09,Gainbridge Fieldhouse,
Tue Feb 6 2024,7:30p,Dallas Mavericks,119,Brooklyn Nets,107,Box Score,,17732,2:11,Barclays Center,
Tue Feb 6 2024,7:30p,Orlando Magic,95,Miami Heat,121,Box Score,,19600,2:08,Kaseya Center,
Tue Feb 6 2024,7:30p,Memphis Grizzlies,113,New York Knicks,123,Box Score,,19013,2:05,Madison Square Garden (IV),
Tue Feb 6 2024,8:00p,Minnesota Timberwolves,123,Chicago Bulls,129,Box Score,OT,20949,2:40,United Center,
Tue Feb 6 2024,9:00p,Oklahoma City Thunder,117,Utah Jazz,124,Box Score,,18206,2:08,Delta Center,
Tue Feb 6 2024,10:00p,Milwaukee Bucks,106,Phoenix Suns,114,Box Score,,17071,2:35,Footprint Center,
Wed Feb 7 2024,7:00p,Toronto Raptors,123,Charlotte Hornets,117,Box Score,,11720,2:12,Spectrum Center,
Wed Feb 7 2024,7:00p,Cleveland Cavaliers,114,Washington Wizards,106,Box Score,,15860,2:13,Capital One Arena,
Wed Feb 7 2024,7:30p,Atlanta Hawks,117,Boston Celtics,125,Box Score,,19156,1:58,TD Garden,
Wed Feb 7 2024,7:30p,San Antonio Spurs,104,Miami Heat,116,Box Score,,19652,2:09,Kaseya Center,
Wed Feb 7 2024,7:30p,Golden State Warriors,127,Philadelphia 76ers,104,Box Score,,19780,2:14,Wells Fargo Center,
Wed Feb 7 2024,10:00p,New Orleans Pelicans,117,Los Angeles Clippers,106,Box Score,,19370,2:17,Crypto.com Arena,
Wed Feb 7 2024,10:00p,Detroit Pistons,133,Sacramento Kings,120,Box Score,,17832,2:09,Golden 1 Center,
Thu Feb 8 2024,7:00p,Golden State Warriors,131,Indiana Pacers,109,Box Score,,17274,2:08,Gainbridge Fieldhouse,
Thu Feb 8 2024,7:00p,San Antonio Spurs,111,Orlando Magic,127,Box Score,,19074,2:15,Kia Center,
Thu Feb 8 2024,7:30p,Cleveland Cavaliers,118,Brooklyn Nets,95,Box Score,,17304,2:03,Barclays Center,
Thu Feb 8 2024,7:30p,Dallas Mavericks,122,New York Knicks,108,Box Score,,19812,2:12,Madison Square Garden (IV),
Thu Feb 8 2024,8:00p,Chicago Bulls,118,Memphis Grizzlies,110,Box Score,,16285,2:13,FedEx Forum,
Thu Feb 8 2024,8:00p,Minnesota Timberwolves,129,Milwaukee Bucks,105,Box Score,,17577,2:05,Fiserv Forum,
Thu Feb 8 2024,9:00p,Utah Jazz,115,Phoenix Suns,129,Box Score,,17071,2:11,Footprint Center,
Thu Feb 8 2024,10:00p,Denver Nuggets,114,Los Angeles Lakers,106,Box Score,,18997,2:12,Crypto.com Arena,
Thu Feb 8 2024,10:00p,Detroit Pistons,128,Portland Trail Blazers,122,Box Score,OT,18125,2:39,Moda Center,
Fri Feb 9 2024,7:00p,Atlanta Hawks,127,Philadelphia 76ers,121,Box Score,,19758,2:24,Wells Fargo Center,
Fri Feb 9 2024,7:30p,Washington Wizards,129,Boston Celtics,133,Box Score,,19156,2:14,TD Garden,
Fri Feb 9 2024,7:30p,Houston Rockets,104,Toronto Raptors,107,Box Score,,19800,2:19,Scotiabank Arena,
Fri Feb 9 2024,8:00p,Charlotte Hornets,84,Milwaukee Bucks,120,Box Score,,17690,2:08,Fiserv Forum,
Fri Feb 9 2024,10:00p,Denver Nuggets,106,Sacramento Kings,135,Box Score,,17832,2:10,Golden 1 Center,
Fri Feb 9 2024,10:30p,New Orleans Pelicans,122,Los Angeles Lakers,139,Box Score,,18997,2:13,Crypto.com Arena,
Sat Feb 10 2024,3:00p,Oklahoma City Thunder,111,Dallas Mavericks,146,Box Score,,20277,2:14,American Airlines Center,
Sat Feb 10 2024,3:30p,Detroit Pistons,106,Los Angeles Clippers,112,Box Score,,19370,2:13,Crypto.com Arena,
Sat Feb 10 2024,6:00p,San Antonio Spurs,103,Brooklyn Nets,123,Box Score,,18005,2:10,Barclays Center,
Sat Feb 10 2024,7:00p,Memphis Grizzlies,106,Charlotte Hornets,115,Box Score,,17259,1:56,Spectrum Center,
Sat Feb 10 2024,7:00p,Chicago Bulls,108,Orlando Magic,114,Box Score,OT,19459,2:21,Kia Center,
Sat Feb 10 2024,7:00p,Philadelphia 76ers,119,Washington Wizards,113,Box Score,,20333,2:13,Capital One Arena,
Sat Feb 10 2024,7:30p,Houston Rockets,113,Atlanta Hawks,122,Box Score,,17503,2:19,State Farm Arena,
Sat Feb 10 2024,7:30p,Indiana Pacers,125,New York Knicks,111,Box Score,,19812,2:06,Madison Square Garden (IV),
Sat Feb 10 2024,7:30p,Cleveland Cavaliers,119,Toronto Raptors,95,Box Score,,19800,2:03,Scotiabank Arena,
Sat Feb 10 2024,8:30p,Phoenix Suns,112,Golden State Warriors,113,Box Score,,18064,2:25,Chase Center,
Sat Feb 10 2024,10:00p,New Orleans Pelicans,93,Portland Trail Blazers,84,Box Score,,18226,2:02,Moda Center,
Sun Feb 11 2024,2:00p,Boston Celtics,110,Miami Heat,106,Box Score,,20049,2:21,Kaseya Center,
Sun Feb 11 2024,3:00p,Sacramento Kings,113,Oklahoma City Thunder,127,Box Score,,17092,2:12,Paycom Center,
Mon Feb 12 2024,7:00p,Indiana Pacers,102,Charlotte Hornets,111,Box Score,,12112,2:04,Spectrum Center,
Mon Feb 12 2024,7:00p,Philadelphia 76ers,123,Cleveland Cavaliers,121,Box Score,,19432,2:21,Rocket Mortgage Fieldhouse,
Mon Feb 12 2024,7:30p,Chicago Bulls,136,Atlanta Hawks,126,Box Score,,16524,2:15,State Farm Arena,
Mon Feb 12 2024,7:30p,San Antonio Spurs,122,Toronto Raptors,99,Box Score,,19800,2:05,Scotiabank Arena,
Mon Feb 12 2024,8:00p,New York Knicks,103,Houston Rockets,105,Box Score,,16790,2:22,Toyota Center,
Mon Feb 12 2024,8:00p,New Orleans Pelicans,96,Memphis Grizzlies,87,Box Score,,15823,,FedEx Forum,
Mon Feb 12 2024,8:00p,Denver Nuggets,95,Milwaukee Bucks,112,Box Score,,17444,2:04,Fiserv Forum,
Mon Feb 12 2024,8:30p,Washington Wizards,104,Dallas Mavericks,112,Box Score,,19921,2:16,American Airlines Center,
Mon Feb 12 2024,9:00p,Golden State Warriors,129,Utah Jazz,107,Box Score,,18206,2:06,Delta Center,
Mon Feb 12 2024,10:30p,Minnesota Timberwolves,121,Los Angeles Clippers,100,Box Score,,19370,2:06,Crypto.com Arena,
Tue Feb 13 2024,7:30p,Boston Celtics,118,Brooklyn Nets,110,Box Score,,18053,2:14,Barclays Center,
Tue Feb 13 2024,7:30p,Oklahoma City Thunder,127,Orlando Magic,113,Box Score,,19301,2:18,Kia Center,
Tue Feb 13 2024,8:00p,Miami Heat,123,Milwaukee Bucks,97,Box Score,,17520,2:06,Fiserv Forum,
Tue Feb 13 2024,10:00p,Sacramento Kings,125,Phoenix Suns,130,Box Score,,17071,2:31,Footprint Center,
Tue Feb 13 2024,10:00p,Minnesota Timberwolves,121,Portland Trail Blazers,109,Box Score,,17906,2:12,Moda Center,
Tue Feb 13 2024,10:30p,Detroit Pistons,111,Los Angeles Lakers,125,Box Score,,18997,2:07,Crypto.com Arena,
Wed Feb 14 2024,7:00p,Atlanta Hawks,99,Charlotte Hornets,122,Box Score,,14336,2:06,Spectrum Center,
Wed Feb 14 2024,7:00p,New York Knicks,100,Orlando Magic,118,Box Score,,19259,2:08,Kia Center,
Wed Feb 14 2024,7:00p,Miami Heat,109,Philadelphia 76ers,104,Box Score,,20015,2:13,Wells Fargo Center,
Wed Feb 14 2024,7:30p,Brooklyn Nets,86,Boston Celtics,136,Box Score,,19156,1:54,TD Garden,
Wed Feb 14 2024,7:30p,Chicago Bulls,105,Cleveland Cavaliers,108,Box Score,,19432,2:20,Rocket Mortgage Fieldhouse,
Wed Feb 14 2024,7:30p,Indiana Pacers,127,Toronto Raptors,125,Box Score,,19800,2:13,Scotiabank Arena,
Wed Feb 14 2024,8:00p,Houston Rockets,113,Memphis Grizzlies,121,Box Score,,15012,2:22,FedEx Forum,
Wed Feb 14 2024,8:00p,Washington Wizards,126,New Orleans Pelicans,133,Box Score,,18316,2:30,Smoothie King Center,
Wed Feb 14 2024,8:30p,San Antonio Spurs,93,Dallas Mavericks,116,Box Score,,20311,1:58,American Airlines Center,
Wed Feb 14 2024,9:00p,Sacramento Kings,102,Denver Nuggets,98,Box Score,,19617,2:15,Ball Arena,
Wed Feb 14 2024,9:00p,Detroit Pistons,100,Phoenix Suns,116,Box Score,,17071,2:18,Footprint Center,
Wed Feb 14 2024,9:00p,Los Angeles Lakers,138,Utah Jazz,122,Box Score,,18206,2:06,Delta Center,
Wed Feb 14 2024,10:00p,Los Angeles Clippers,130,Golden State Warriors,125,Box Score,,18064,2:33,Chase Center,
Thu Feb 15 2024,8:30p,Milwaukee Bucks,110,Memphis Grizzlies,113,Box Score,,16544,2:28,FedEx Forum,
Thu Feb 15 2024,9:00p,Golden State Warriors,140,Utah Jazz,137,Box Score,,18206,2:14,Delta Center,
Thu Feb 15 2024,10:00p,Minnesota Timberwolves,128,Portland Trail Blazers,91,Box Score,,18606,2:10,Moda Center,
Thu Feb 22 2024,7:00p,Orlando Magic,116,Cleveland Cavaliers,109,Box Score,,19432,2:15,Rocket Mortgage Fieldhouse,
Thu Feb 22 2024,7:00p,Detroit Pistons,115,Indiana Pacers,129,Box Score,,16506,2:08,Gainbridge Fieldhouse,
Thu Feb 22 2024,7:00p,New York Knicks,110,Philadelphia 76ers,96,Box Score,,21094,2:13,Wells Fargo Center,
Thu Feb 22 2024,7:00p,Brooklyn Nets,93,Toronto Raptors,121,Box Score,,19800,2:13,Scotiabank Arena,
Thu Feb 22 2024,7:30p,Phoenix Suns,113,Dallas Mavericks,123,Box Score,,20377,2:25,American Airlines Center,
Thu Feb 22 2024,8:00p,Boston Celtics,129,Chicago Bulls,112,Box Score,,20313,2:03,United Center,
Thu Feb 22 2024,8:00p,Houston Rockets,105,New Orleans Pelicans,127,Box Score,,17421,2:18,Smoothie King Center,
Thu Feb 22 2024,8:00p,Los Angeles Clippers,107,Oklahoma City Thunder,129,Box Score,,18203,2:00,Paycom Center,
Thu Feb 22 2024,9:00p,Washington Wizards,110,Denver Nuggets,130,Box Score,,19621,2:03,Ball Arena,
Thu Feb 22 2024,9:00p,Charlotte Hornets,115,Utah Jazz,107,Box Score,,18206,2:14,Delta Center,
Thu Feb 22 2024,10:00p,Los Angeles Lakers,110,Golden State Warriors,128,Box Score,,18064,2:15,Chase Center,
Thu Feb 22 2024,10:00p,San Antonio Spurs,122,Sacramento Kings,127,Box Score,,18153,2:03,Golden 1 Center,
Fri Feb 23 2024,7:30p,Toronto Raptors,123,Atlanta Hawks,121,Box Score,,17625,2:09,State Farm Arena,
Fri Feb 23 2024,7:30p,Cleveland Cavaliers,97,Philadelphia 76ers,104,Box Score,,19938,2:19,Wells Fargo Center,
Fri Feb 23 2024,8:00p,Phoenix Suns,110,Houston Rockets,114,Box Score,,18055,2:32,Toyota Center,
Fri Feb 23 2024,8:00p,Los Angeles Clippers,101,Memphis Grizzlies,95,Box Score,,17255,2:12,FedEx Forum,
Fri Feb 23 2024,8:00p,Miami Heat,106,New Orleans Pelicans,95,Box Score,,18658,2:26,Smoothie King Center,
Fri Feb 23 2024,8:00p,Washington Wizards,106,Oklahoma City Thunder,147,Box Score,,18203,2:03,Paycom Center,
Fri Feb 23 2024,10:00p,Charlotte Hornets,84,Golden State Warriors,97,Box Score,,18064,2:08,Chase Center,
Fri Feb 23 2024,10:00p,Milwaukee Bucks,112,Minnesota Timberwolves,107,Box Score,,18024,2:17,Target Center,
Fri Feb 23 2024,10:00p,Denver Nuggets,127,Portland Trail Blazers,112,Box Score,,18898,2:08,Moda Center,
Fri Feb 23 2024,10:30p,San Antonio Spurs,118,Los Angeles Lakers,123,Box Score,,18997,2:12,Crypto.com Arena,
Sat Feb 24 2024,8:00p,Orlando Magic,112,Detroit Pistons,109,Box Score,,19388,2:09,Little Caesars Arena,
Sat Feb 24 2024,8:30p,Boston Celtics,116,New York Knicks,102,Box Score,,19812,2:07,Madison Square Garden (IV),
Sat Feb 24 2024,9:00p,Brooklyn Nets,86,Minnesota Timberwolves,101,Box Score,,18024,2:20,Target Center,
Sun Feb 25 2024,1:00p,Milwaukee Bucks,119,Philadelphia 76ers,98,Box Score,,19831,2:14,Wells Fargo Center,
Sun Feb 25 2024,3:30p,Los Angeles Lakers,113,Phoenix Suns,123,Box Score,,17071,2:20,Footprint Center,
Sun Feb 25 2024,5:00p,Dallas Mavericks,111,Indiana Pacers,133,Box Score,,17274,2:05,Gainbridge Fieldhouse,
Sun Feb 25 2024,6:00p,Cleveland Cavaliers,114,Washington Wizards,105,Box Score,,17895,2:14,Capital One Arena,
Sun Feb 25 2024,7:00p,Orlando Magic,92,Atlanta Hawks,109,Box Score,,17173,2:06,State Farm Arena,
Sun Feb 25 2024,7:00p,Denver Nuggets,119,Golden State Warriors,103,Box Score,,18064,2:21,Chase Center,
Sun Feb 25 2024,7:00p,Oklahoma City Thunder,123,Houston Rockets,110,Box Score,,18055,2:11,Toyota Center,
Sun Feb 25 2024,7:00p,Chicago Bulls,114,New Orleans Pelicans,106,Box Score,,18684,2:05,Smoothie King Center,
Sun Feb 25 2024,8:00p,San Antonio Spurs,109,Utah Jazz,128,Box Score,,18206,2:13,Delta Center,
Sun Feb 25 2024,9:00p,Charlotte Hornets,93,Portland Trail Blazers,80,Box Score,,17888,1:56,Moda Center,
Sun Feb 25 2024,9:30p,Sacramento Kings,123,Los Angeles Clippers,107,Box Score,,19370,2:14,Crypto.com Arena,
Mon Feb 26 2024,7:00p,Toronto Raptors,130,Indiana Pacers,122,Box Score,,16026,2:19,Gainbridge Fieldhouse,
Mon Feb 26 2024,7:30p,Detroit Pistons,111,New York Knicks,113,Box Score,,19303,2:07,Madison Square Garden (IV),
Mon Feb 26 2024,8:00p,Brooklyn Nets,111,Memphis Grizzlies,86,Box Score,,15417,2:13,FedEx Forum,
Mon Feb 26 2024,10:00p,Miami Heat,121,Sacramento Kings,110,Box Score,,17832,2:07,Golden 1 Center,
Tue Feb 27 2024,7:00p,Dallas Mavericks,119,Cleveland Cavaliers,121,Box Score,,19432,2:05,Rocket Mortgage Fieldhouse,
Tue Feb 27 2024,7:00p,Brooklyn Nets,81,Orlando Magic,108,Box Score,,17708,2:15,Kia Center,
Tue Feb 27 2024,7:00p,Golden State Warriors,123,Washington Wizards,112,Box Score,,20333,2:01,Capital One Arena,
Tue Feb 27 2024,7:30p,Utah Jazz,97,Atlanta Hawks,124,Box Score,,17129,2:05,State Farm Arena,
Tue Feb 27 2024,7:30p,Philadelphia 76ers,99,Boston Celtics,117,Box Score,,19156,2:16,TD Garden,
Tue Feb 27 2024,7:30p,New Orleans Pelicans,115,New York Knicks,92,Box Score,,19812,2:09,Madison Square Garden (IV),
Tue Feb 27 2024,8:00p,Detroit Pistons,105,Chicago Bulls,95,Box Score,,21089,2:05,United Center,
Tue Feb 27 2024,8:00p,Charlotte Hornets,85,Milwaukee Bucks,123,Box Score,,17607,2:00,Fiserv Forum,
Tue Feb 27 2024,8:00p,San Antonio Spurs,105,Minnesota Timberwolves,114,Box Score,,18024,1:59,Target Center,
Tue Feb 27 2024,10:00p,Houston Rockets,95,Oklahoma City Thunder,112,Box Score,,17164,2:16,Paycom Center,
Tue Feb 27 2024,10:00p,Miami Heat,106,Portland Trail Blazers,96,Box Score,,18143,2:13,Moda Center,
Wed Feb 28 2024,7:30p,New Orleans Pelicans,114,Indiana Pacers,123,Box Score,,16010,2:16,Gainbridge Fieldhouse,
Wed Feb 28 2024,7:30p,Dallas Mavericks,136,Toronto Raptors,125,Box Score,,19800,2:09,Scotiabank Arena,
Wed Feb 28 2024,8:00p,Cleveland Cavaliers,123,Chicago Bulls,132,Box Score,2OT,21700,2:43,United Center,
Wed Feb 28 2024,8:00p,Memphis Grizzlies,101,Minnesota Timberwolves,110,Box Score,,18024,2:16,Target Center,
Wed Feb 28 2024,9:00p,Sacramento Kings,96,Denver Nuggets,117,Box Score,,19628,2:04,Ball Arena,
